titulo,apresentacao,condicao_clinica,confianca_extracao,contexto,cuidados,diluicao,dose,duracao,especialidade,fonte_arquivo,fonte_pagina,fonte_secao,frequencia,medicamento,modo_de_uso,observacoes,orientacoes,sinais_de_alerta,slug,status_revisao,subcondicao,tags,texto_original,tipo_de_conduta,via
"Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA; — (1 mg adulto; 0,5 mg criança <25 kg).",,Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA;,Média,APS,,,,,APS,Notion APS HTML,0,Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA;,,"(1 mg adulto; 0,5 mg criança <25 kg).","(1 mg adulto; 0,5 mg criança <25 kg).
Encaminhar imediatamente à urgência.
🔹 Regra dos 15 (hipoglicemia leve/moderada)
Administrar",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-encaminho-para-urgencia-caso-nao-haja-resposta-ou-aparecam-sinais-de-loa-1-mg-adulto-0-5-mg-crianca-25-kg-1-mg-adulto-0-5-mg-crianca-25-kg-encaminhar-imediatamente-a-urgenci,Revisão pendente,,APS,"(1 mg adulto; 0,5 mg criança <25 kg).
Encaminhar imediatamente à urgência.
🔹 Regra dos 15 (hipoglicemia leve/moderada)
Administrar",Prescrição,
Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA; — g de carboidrato simples,,Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA;,Média,APS,,,,,APS,Notion APS HTML,0,Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA;,,g de carboidrato simples,15 g de carboidrato simples,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-encaminho-para-urgencia-caso-nao-haja-resposta-ou-aparecam-sinais-de-loa-g-de-carboidrato-simples-15-g-de-carboidrato-simples,Revisão pendente,,APS,15 g de carboidrato simples,Prescrição,
Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA; — (ex.,,Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA;,Média,APS,,,,,APS,Notion APS HTML,0,Encaminho para urgência caso não haja resposta ou apareçam sinais de LOA;,,(ex.,"(ex.: 150 ml de suco, 1 colher de sopa de açúcar/mel, 3 tabletes de glicose).
Reavaliar glicemia em",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-encaminho-para-urgencia-caso-nao-haja-resposta-ou-aparecam-sinais-de-loa-ex-ex-150-ml-de-suco-1-colher-de-sopa-de-acucar-mel-3-tabletes-de-glicose-re,Revisão pendente,,APS,"(ex.: 150 ml de suco, 1 colher de sopa de açúcar/mel, 3 tabletes de glicose).
Reavaliar glicemia em",Prescrição,
Recomendo aumento da ingesta hídrica; — Cefalexina 500 mg,,Recomendo aumento da ingesta hídrica;,Média,APS,,,,por 7 dias,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,a cada 6 horas,Cefalexina 500 mg,"Cefalexina 500 mg
VO a cada 6 horas, por 7 dias.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-cefalexina-500-mg-cefalexina-500-mg-vo-a-cada-6-horas-por-7-dias,Revisão pendente,,"APS, antibiótico","Cefalexina 500 mg
VO a cada 6 horas, por 7 dias.",Prescrição,VO
Recomendo aumento da ingesta hídrica; — Amoxicilina 500 mg,,Recomendo aumento da ingesta hídrica;,Média,APS,,,,por 7 dias,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,a cada 8 horas,Amoxicilina 500 mg,"Amoxicilina 500 mg
VO a cada 8 horas, por 7 dias.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-amoxicilina-500-mg-amoxicilina-500-mg-vo-a-cada-8-horas-por-7-dias,Revisão pendente,,"APS, antibiótico","Amoxicilina 500 mg
VO a cada 8 horas, por 7 dias.",Prescrição,VO
Recomendo aumento da ingesta hídrica; — Nitrofurantoína 100 mg,,Recomendo aumento da ingesta hídrica;,Média,APS,,,,por 7 dias,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,a cada 6 horas,Nitrofurantoína 100 mg,"Nitrofurantoína 100 mg
VO a cada 6 horas, por 7 dias.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-nitrofurantoina-100-mg-nitrofurantoina-100-mg-vo-a-cada-6-horas-por-7-dias,Revisão pendente,,"APS, antibiótico","Nitrofurantoína 100 mg
VO a cada 6 horas, por 7 dias.",Prescrição,VO
Recomendo aumento da ingesta hídrica; — Sulfametoxazol + Trimetoprima (400 mg + 80 mg),,Recomendo aumento da ingesta hídrica;,Média,APS,,,,,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,,Sulfametoxazol + Trimetoprima (400 mg + 80 mg),Sulfametoxazol + Trimetoprima (400 mg + 80 mg),Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-sulfametoxazol-trimetoprima-400-mg-80-mg-sulfametoxazol-trimetoprima-400-mg-80-mg,Revisão pendente,,"APS, antibiótico",Sulfametoxazol + Trimetoprima (400 mg + 80 mg),Prescrição,
"Recomendo aumento da ingesta hídrica; — comprimidos VO a cada 12 horas, por 3 a 7 dias.",,Recomendo aumento da ingesta hídrica;,Média,APS,,,,por 3 a 7 dias,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,a cada 12 horas,"comprimidos VO a cada 12 horas, por 3 a 7 dias.","2 comprimidos VO a cada 12 horas, por 3 a 7 dias.
Gestantes:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-comprimidos-vo-a-cada-12-horas-por-3-a-7-dias-2-comprimidos-vo-a-cada-12-horas-por-3-a-7-dias-gestantes,Revisão pendente,,APS,"2 comprimidos VO a cada 12 horas, por 3 a 7 dias.
Gestantes:",Prescrição,VO
Recomendo aumento da ingesta hídrica; — Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg),,Recomendo aumento da ingesta hídrica;,Média,APS,,,,,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,,Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg),Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg),Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-amoxicilina-clavulanato-de-potassio-500-mg-125-mg-amoxicilina-clavulanato-de-potassio-500-mg-125-mg,Revisão pendente,,"APS, antibiótico",Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg),Prescrição,
"Recomendo aumento da ingesta hídrica; — comprimido VO a cada 8 horas, por 7 a 10 dias.",,Recomendo aumento da ingesta hídrica;,Média,APS,,,,por 7 a 10 dias,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,a cada 8 horas,"comprimido VO a cada 8 horas, por 7 a 10 dias.","1 comprimido VO a cada 8 horas, por 7 a 10 dias.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-comprimido-vo-a-cada-8-horas-por-7-a-10-dias-1-comprimido-vo-a-cada-8-horas-por-7-a-10-dias,Revisão pendente,,APS,"1 comprimido VO a cada 8 horas, por 7 a 10 dias.",Prescrição,VO
Recomendo aumento da ingesta hídrica; — Cefalexina 500 mg,,Recomendo aumento da ingesta hídrica;,Média,APS,,,,por 10 dias,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,a cada 6 horas,Cefalexina 500 mg,"Cefalexina 500 mg
VO a cada 6 horas, por 10 dias.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-cefalexina-500-mg-cefalexina-500-mg-vo-a-cada-6-horas-por-10-dias,Revisão pendente,,"APS, antibiótico","Cefalexina 500 mg
VO a cada 6 horas, por 10 dias.",Prescrição,VO
Recomendo aumento da ingesta hídrica; — Cefuroxima 250 mg,,Recomendo aumento da ingesta hídrica;,Média,APS,,,,por 7 a 10 dias; durante tosse com bexiga cheia,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,a cada 12 horas,Cefuroxima 250 mg,"Cefuroxima 250 mg
VO a cada 12 horas, por 7 a 10 dias (após urocultura com antibiograma)
Incontinência urinária feminina (leve, avaliação inicial)
CIAP-2: U04 – Incontinência urinária | CID-10: N39.3 – Incontinência de esforço (stress incontinence)
S – Subjetivo
Paciente ___, ___ anos, refere episódios de escape urinário discreto desencadeados por tosse, espirro ou esforço físico leve (como subir escadas), com início há aproximadamente ___ meses. Relata queixa como leve, sem impacto funcional significativo.
Nega urgência miccional, dor pélvica, disúria, noctúria ou hematúria.
Antecedentes obstétricos: ___ gestações, ___ partos, sem histórico de cirurgias pélvicas. Sem comorbidades crônicas relevantes, apenas fadiga leve aos esforços habituais.
O – Objetivo
Paciente em BEG, normotensa, hidratada, sem alterações sistêmicas.
Teste de esforço: positivo, com escape urinário leve durante tosse com bexiga cheia;
Exame ginecológico: ausência de prolapso genital significativo, mucosa sem alterações, tônus perineal levemente reduzido;
EAS (quando realizado): sem sinais de infecção;
Diário miccional (quando disponível): registra <1 episódio/dia de perda urinária, geralmente associado a esforço.
A – Avaliação
Incontinência urinária de esforço leve.
P – Plano
Orientada quanto à realização de exercícios de assoalho pélvico (Kegel): pelo menos 24 contrações/dia, divididas em séries, por no mínimo 6 a 12 semanas;
Orientado treinamento comportamental e de bexiga, com aumento gradual do intervalo entre micções e técnicas de supressão de urgência quando necessário;
Solicitado diário miccional de 3 dias para acompanhamento da frequência e volume de perdas;
Solicitado EAS/urocultura para exclusão de infecção urinária;
Reavaliação programada em 8 a 12 semanas para verificar resposta clínica;",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-recomendo-aumento-da-ingesta-hidrica-cefuroxima-250-mg-cefuroxima-250-mg-vo-a-cada-12-horas-por-7-a-10-dias-apos-urocultura-com-antib,Revisão pendente,,APS,"Cefuroxima 250 mg
VO a cada 12 horas, por 7 a 10 dias (após urocultura com antibiograma)
Incontinência urinária feminina (leve, avaliação inicial)
CIAP-2: U04 – Incontinência urinária | CID-10: N39.3 – Incontinência de esforço (stress incontinence)
S – Subjetivo
Paciente ___, ___ anos, refere episódios de escape urinário discreto desencadeados por tosse, espirro ou esforço físico leve (como subir escadas), com início há aproximadamente ___ meses. Relata queixa como leve, sem impacto funcional significativo.
Nega urgência miccional, dor pélvica, disúria, noctúria ou hematúria.
Antecedentes obstétricos: ___ gestações, ___ partos, sem histórico de cirurgias pélvicas. Sem comorbidades crônicas relevantes, apenas fadiga leve aos esforços habituais.
O – Objetivo
Paciente em BEG, normotensa, hidratada, sem alterações sistêmicas.
Teste de esforço: positivo, com escape urinário leve durante tosse com bexiga cheia;
Exame ginecológico: ausência de prolapso genital significativo, mucosa sem alterações, tônus perineal levemente reduzido;
EAS (quando realizado): sem sinais de infecção;
Diário miccional (quando disponível): registra <1 episódio/dia de perda urinária, geralmente associado a esforço.
A – Avaliação
Incontinência urinária de esforço leve.
P – Plano
Orientada quanto à realização de exercícios de assoalho pélvico (Kegel): pelo menos 24 contrações/dia, divididas em séries, por no mínimo 6 a 12 semanas;
Orientado treinamento comportamental e de bexiga, com aumento gradual do intervalo entre micções e técnicas de supressão de urgência quando necessário;
Solicitado diário miccional de 3 dias para acompanhamento da frequência e volume de perdas;
Solicitado EAS/urocultura para exclusão de infecção urinária;
Reavaliação programada em 8 a 12 semanas para verificar resposta clínica;",Prescrição,VO
Resultado da urocultura → reavaliar e ajustar ATB — Ciprofloxacino 500 mg,,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,a cada 12 horas,Ciprofloxacino 500 mg,"Ciprofloxacino 500 mg
Tomar 1 comprimido VO a cada 12 horas
Duração: 7 a 10 dias
Opção 2:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-ciprofloxacino-500-mg-ciprofloxacino-500-mg-tomar-1-comprimido-vo-a-cada-12-horas-duracao-7-a-10-dias,Revisão pendente,,"APS, antibiótico","Ciprofloxacino 500 mg
Tomar 1 comprimido VO a cada 12 horas
Duração: 7 a 10 dias
Opção 2:",Prescrição,VO
Resultado da urocultura → reavaliar e ajustar ATB — Amoxicilina + Clavulanato 875/125 mg,,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,a cada 8 horas,Amoxicilina + Clavulanato 875/125 mg,"Amoxicilina + Clavulanato 875/125 mg
Tomar 1 comprimido VO a cada 8 horas
Duração: 10 dias
Importante:
iniciar após coleta de urocultura, se possível.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-amoxicilina-clavulanato-875-125-mg-amoxicilina-clavulanato-875-125-mg-tomar-1-comprimido-vo-a-cada-8-horas-duraca,Revisão pendente,,"APS, antibiótico","Amoxicilina + Clavulanato 875/125 mg
Tomar 1 comprimido VO a cada 8 horas
Duração: 10 dias
Importante:
iniciar após coleta de urocultura, se possível.",Prescrição,VO
Resultado da urocultura → reavaliar e ajustar ATB — Dipirona 500 mg/ml (gotas ou comprimidos),,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,a cada 6/6h; 6/6h,Dipirona 500 mg/ml (gotas ou comprimidos),"Dipirona 500 mg/ml (gotas ou comprimidos)
Tomar 1 g VO a cada 6/6h se febre ou dor",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-dipirona-500-mg-ml-gotas-ou-comprimidos-dipirona-500-mg-ml-gotas-ou-comprimidos-tomar-1-g-vo-a-cada-6-6h-se-febre-ou-d,Revisão pendente,,"APS, analgésico","Dipirona 500 mg/ml (gotas ou comprimidos)
Tomar 1 g VO a cada 6/6h se febre ou dor",Prescrição,VO
Resultado da urocultura → reavaliar e ajustar ATB — Máximo,,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,,Máximo,Máximo: 4 g/dia,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-maximo-maximo-4-g-dia,Revisão pendente,,APS,Máximo: 4 g/dia,Prescrição,
Resultado da urocultura → reavaliar e ajustar ATB — Paracetamol 750 mg (opcional),,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,,Paracetamol 750 mg (opcional),Paracetamol 750 mg (opcional),Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-paracetamol-750-mg-opcional-paracetamol-750-mg-opcional,Revisão pendente,,"APS, analgésico",Paracetamol 750 mg (opcional),Prescrição,
Resultado da urocultura → reavaliar e ajustar ATB — comprimido VO a cada 6/6h se febre,,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,a cada 6/6h; 6/6h,comprimido VO a cada 6/6h se febre,1 comprimido VO a cada 6/6h se febre,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-comprimido-vo-a-cada-6-6h-se-febre-1-comprimido-vo-a-cada-6-6h-se-febre,Revisão pendente,,APS,1 comprimido VO a cada 6/6h se febre,Prescrição,VO
Resultado da urocultura → reavaliar e ajustar ATB — Máximo,,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,,Máximo,"Máximo: 3 g/dia
Drágea de escopolamina + dipirona (Buscopan composto)",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-maximo-maximo-3-g-dia-dragea-de-escopolamina-dipirona-buscopan-composto,Revisão pendente,,"APS, analgésico","Máximo: 3 g/dia
Drágea de escopolamina + dipirona (Buscopan composto)",Prescrição,
Resultado da urocultura → reavaliar e ajustar ATB — drágea VO a cada 8h se dor abdominal,,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,a cada 8h,drágea VO a cada 8h se dor abdominal,"1 drágea VO a cada 8h se dor abdominal
Se necessário",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-dragea-vo-a-cada-8h-se-dor-abdominal-1-dragea-vo-a-cada-8h-se-dor-abdominal-se-necessario,Revisão pendente,,APS,"1 drágea VO a cada 8h se dor abdominal
Se necessário",Prescrição,VO
Resultado da urocultura → reavaliar e ajustar ATB — Hidratação oral,,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,,Hidratação oral,"3. Hidratação oral
📌 Incentivar ingestão de líquidos:
2–3 L/dia
(salvo contraindicação)",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-hidratacao-oral-3-hidratacao-oral-incentivar-ingestao-de-liquidos-2-3-l-dia-salvo-contraind,Revisão pendente,,APS,"3. Hidratação oral
📌 Incentivar ingestão de líquidos:
2–3 L/dia
(salvo contraindicação)",Prescrição,
Resultado da urocultura → reavaliar e ajustar ATB — Acompanhamento / Orientações,,Resultado da urocultura → reavaliar e ajustar ATB,Média,APS,,,,até 72 horas para possível ajuste do antibiótico,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,,Acompanhamento / Orientações,"4. Acompanhamento / Orientações
Retornar em 48–72 horas para reavaliação clínica
Voltar imediatamente se: piora dos sintomas, febre persistente, vômitos ou sinais de alarme
Resultado da
urocultura
: revisar em até 72 horas para possível ajuste do antibiótico
Nefrolitíase
CIAP-2:
U95 – Cálculo urinário
U01 – Dor ao urinar (quando disúria associada)
U02 – Polaciúria (se presente)
A01 – Dor generalizada / dor aguda (quando dor intensa)
S – Subjetivo
Paciente comparece à UBS com quadro de
dor lombar/flanco de início súbito
, de forte intensidade, em caráter
cólico
, com irradiação para abdome inferior/região inguinal, associada a
náuseas/vômitos
disúria/hematúria
(se presentes).
Relata episódios semelhantes prévios / primeiro episódio (conforme caso).
Nega febre no momento / refere febre (se presente).
Nega perda de consciência, trauma recente ou dor torácica.
Antecedentes relevantes:
História prévia de nefrolitíase ( ) sim ( ) não
HAS / DM / obesidade / gota / uso de medicações predisponentes (descrever)
Ingestão hídrica habitual reduzida
O – Objetivo
Sinais vitais:
PA ___ / ___ mmHg | FC ___ bpm | FR ___ irpm | Temp ___ °C | SpO₂ ___ %
Estado geral:
paciente em dor, inquieto, sudoreico, corado ou hipocorado, hidratado/desidratado.
AR:
MV presente bilateralmente, sem RA.
ACV:
RCR em 2T, sem sopros.
ABD:
flácido, indolor à palpação superficial e profunda, sem sinais de irritação peritoneal.
Região lombar:
punho-percussão lombar positiva
à direita/esquerda (se presente).",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-acompanhamento-orientacoes-4-acompanhamento-orientacoes-retornar-em-48-72-horas-para-reavaliacao-clinica,Revisão pendente,,APS,"4. Acompanhamento / Orientações
Retornar em 48–72 horas para reavaliação clínica
Voltar imediatamente se: piora dos sintomas, febre persistente, vômitos ou sinais de alarme
Resultado da
urocultura
: revisar em até 72 horas para possível ajuste do antibiótico
Nefrolitíase
CIAP-2:
U95 – Cálculo urinário
U01 – Dor ao urinar (quando disúria associada)
U02 – Polaciúria (se presente)
A01 – Dor generalizada / dor aguda (quando dor intensa)
S – Subjetivo
Paciente comparece à UBS com quadro de
dor lombar/flanco de início súbito
, de forte intensidade, em caráter
cólico
, com irradiação para abdome inferior/região inguinal, associada a
náuseas/vômitos
disúria/hematúria
(se presentes).
Relata episódios semelhantes prévios / primeiro episódio (conforme caso).
Nega febre no momento / refere febre (se presente).
Nega perda de consciência, trauma recente ou dor torácica.
Antecedentes relevantes:
História prévia de nefrolitíase ( ) sim ( ) não
HAS / DM / obesidade / gota / uso de medicações predisponentes (descrever)
Ingestão hídrica habitual reduzida
O – Objetivo
Sinais vitais:
PA ___ / ___ mmHg | FC ___ bpm | FR ___ irpm | Temp ___ °C | SpO₂ ___ %
Estado geral:
paciente em dor, inquieto, sudoreico, corado ou hipocorado, hidratado/desidratado.
AR:
MV presente bilateralmente, sem RA.
ACV:
RCR em 2T, sem sopros.
ABD:
flácido, indolor à palpação superficial e profunda, sem sinais de irritação peritoneal.
Região lombar:
punho-percussão lombar positiva
à direita/esquerda (se presente).",Prescrição,Inalatória
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 1.000 mg VO,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 4/4 horas; 4/4 h,"1.000 mg VO,","500–1.000 mg VO,
de 4/4 horas, se dor
Dipirona sódica gotas",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-1-000-mg-vo-500-1-000-mg-vo-de-4-4-horas-se-dor-dipirona-sodica-gotas,Revisão pendente,,"APS, analgésico","500–1.000 mg VO,
de 4/4 horas, se dor
Dipirona sódica gotas",Prescrição,VO
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — (500 mg/mL)",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 4/4 horas; 4/4 h,(500 mg/mL),"(500 mg/mL): 20–40 gotas VO,
de 4/4 horas, se dor
Paracetamol",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-500-mg-ml-500-mg-ml-20-40-gotas-vo-de-4-4-horas-se-dor-paracetamol,Revisão pendente,,"APS, analgésico","(500 mg/mL): 20–40 gotas VO,
de 4/4 horas, se dor
Paracetamol",Prescrição,VO
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 750 mg VO,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 6/6 horas; 6/6 h,"750 mg VO,","500–750 mg VO,
de 6/6 horas, se dor
Paracetamol gotas",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-750-mg-vo-500-750-mg-vo-de-6-6-horas-se-dor-paracetamol-gotas,Revisão pendente,,"APS, analgésico","500–750 mg VO,
de 6/6 horas, se dor
Paracetamol gotas",Prescrição,VO
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — (200 mg/mL)",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 6/6 horas; 6/6 h,(200 mg/mL),"(200 mg/mL): 35–55 gotas VO,
de 6/6 horas, se dor
Cetorolaco de trometamol",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-200-mg-ml-200-mg-ml-35-55-gotas-vo-de-6-6-horas-se-dor-cetorolaco-de-trometamol,Revisão pendente,,APS,"(200 mg/mL): 35–55 gotas VO,
de 6/6 horas, se dor
Cetorolaco de trometamol",Prescrição,VO
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg SL,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 6/6 horas; 6/6 h,"mg SL,","10 mg SL,
de 6/6 horas",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-sl-10-mg-sl-de-6-6-horas,Revisão pendente,,APS,"10 mg SL,
de 6/6 horas",Prescrição,SL
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — , por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal)",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal),APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,", por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal)",", por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal)
Diclofenaco sódico",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-por-ate-3-5-dias-evitar-se-tfg-30-ml-min-ou-suspeita-de-disfuncao-renal-por-ate-3-5-dias-evitar-se-tfg-30-ml-min,Revisão pendente,,APS,", por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal)
Diclofenaco sódico",Prescrição,
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg IM,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 12/12 horas; 12/12 h,"mg IM,","75 mg IM,
de 12/12 horas
, se dor intensa
Tenoxicam",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-im-75-mg-im-de-12-12-horas-se-dor-intensa-tenoxicam,Revisão pendente,,APS,"75 mg IM,
de 12/12 horas
, se dor intensa
Tenoxicam",Prescrição,IM
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg IM ou EV,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,"mg IM ou EV,","20 mg IM ou EV,
1x/dia
, se dor intensa",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-im-ou-ev-20-mg-im-ou-ev-1x-dia-se-dor-intensa,Revisão pendente,,APS,"20 mg IM ou EV,
1x/dia
, se dor intensa",Prescrição,EV
