titulo,especialidade,condicao_clinica,subcondicao,contexto,tipo_de_conduta,medicamento,apresentacao,dose,via,frequencia,duracao,diluicao,modo_de_uso,orientacoes,sinais_de_alerta,cuidados,observacoes,tags,fonte_arquivo,fonte_pagina,fonte_secao,texto_original,confianca_extracao,status_revisao,slug
Recomendo aumento da ingesta hídrica; — Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg),APS,Recomendo aumento da ingesta hídrica;,,APS,Prescrição,Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg),500 mg + 125 mg,500 mg,,,,,Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg),"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,"APS, antibiótico",Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,Amoxicilina + Clavulanato de Potássio (500 mg + 125 mg),Baixa,Não usar sem validação,notion-recomendo-aumento-da-ingesta-hidrica-amoxicilina-clavulanato-de-potassio-500-mg-125-mg-amoxicilina-clavulanato-de-potassio-500-mg-125-mg
"Recomendo aumento da ingesta hídrica; — comprimido VO a cada 8 horas, por 7 a 10 dias.",APS,Recomendo aumento da ingesta hídrica;,,APS,Prescrição,"comprimido VO a cada 8 horas, por 7 a 10 dias.","comprimido VO a cada 8 horas, por 7 a 10 dias",1 comprimido,VO,a cada 8 horas,por 7 a 10 dias,,"1 comprimido VO a cada 8 horas, por 7 a 10 dias.","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,"1 comprimido VO a cada 8 horas, por 7 a 10 dias.",Média,Revisado,notion-recomendo-aumento-da-ingesta-hidrica-comprimido-vo-a-cada-8-horas-por-7-a-10-dias-1-comprimido-vo-a-cada-8-horas-por-7-a-10-dias
Recomendo aumento da ingesta hídrica; — Cefalexina 500 mg,APS,Recomendo aumento da ingesta hídrica;,,APS,Prescrição,Cefalexina 500 mg,500 mg,500 mg,VO,a cada 6 horas,por 10 dias,,"Cefalexina 500 mg
VO a cada 6 horas, por 10 dias.","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,"APS, antibiótico",Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,"Cefalexina 500 mg
VO a cada 6 horas, por 10 dias.",Média,Revisado,notion-recomendo-aumento-da-ingesta-hidrica-cefalexina-500-mg-cefalexina-500-mg-vo-a-cada-6-horas-por-10-dias
Recomendo aumento da ingesta hídrica; — Cefuroxima 250 mg,APS,Recomendo aumento da ingesta hídrica;,,APS,Prescrição,Cefuroxima 250 mg,250 mg,250 mg,VO,a cada 12 horas,por 7 a 10 dias; durante tosse com bexiga cheia,,"Cefuroxima 250 mg
VO a cada 12 horas, por 7 a 10 dias (após urocultura com antibiograma)
Incontinência urinária feminina (leve, avaliação inicial)
CIAP-2: U04 – Incontinência urinária | CID-10: N39.3 – Incontinência de esforço (stress incontinence)
S – Subjetivo
Paciente ___, ___ anos, refere episódios de escape urinário discreto desencadeados por tosse, espirro ou esforço físico leve (como subir escadas), com início há aproximadamente ___ meses. Relata queixa como leve, sem impacto funcional significativo.
Nega urgência miccional, dor pélvica, disúria, noctúria ou hematúria.
Antecedentes obstétricos: ___ gestações, ___ partos, sem histórico de cirurgias pélvicas. Sem comorbidades crônicas relevantes, apenas fadiga leve aos esforços habituais.
O – Objetivo
Paciente em BEG, normotensa, hidratada, sem alterações sistêmicas.
Teste de esforço: positivo, com escape urinário leve durante tosse com bexiga cheia;
Exame ginecológico: ausência de prolapso genital significativo, mucosa sem alterações, tônus perineal levemente reduzido;
EAS (quando realizado): sem sinais de infecção;
Diário miccional (quando disponível): registra <1 episódio/dia de perda urinária, geralmente associado a esforço.
A – Avaliação
Incontinência urinária de esforço leve.
P – Plano
Orientada quanto à realização de exercícios de assoalho pélvico (Kegel): pelo menos 24 contrações/dia, divididas em séries, por no mínimo 6 a 12 semanas;
Orientado treinamento comportamental e de bexiga, com aumento gradual do intervalo entre micções e técnicas de supressão de urgência quando necessário;
Solicitado diário miccional de 3 dias para acompanhamento da frequência e volume de perdas;
Solicitado EAS/urocultura para exclusão de infecção urinária;
Reavaliação programada em 8 a 12 semanas para verificar resposta clínica;","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,APS,Notion APS HTML,0,Recomendo aumento da ingesta hídrica;,"Cefuroxima 250 mg
VO a cada 12 horas, por 7 a 10 dias (após urocultura com antibiograma)
Incontinência urinária feminina (leve, avaliação inicial)
CIAP-2: U04 – Incontinência urinária | CID-10: N39.3 – Incontinência de esforço (stress incontinence)
S – Subjetivo
Paciente ___, ___ anos, refere episódios de escape urinário discreto desencadeados por tosse, espirro ou esforço físico leve (como subir escadas), com início há aproximadamente ___ meses. Relata queixa como leve, sem impacto funcional significativo.
Nega urgência miccional, dor pélvica, disúria, noctúria ou hematúria.
Antecedentes obstétricos: ___ gestações, ___ partos, sem histórico de cirurgias pélvicas. Sem comorbidades crônicas relevantes, apenas fadiga leve aos esforços habituais.
O – Objetivo
Paciente em BEG, normotensa, hidratada, sem alterações sistêmicas.
Teste de esforço: positivo, com escape urinário leve durante tosse com bexiga cheia;
Exame ginecológico: ausência de prolapso genital significativo, mucosa sem alterações, tônus perineal levemente reduzido;
EAS (quando realizado): sem sinais de infecção;
Diário miccional (quando disponível): registra <1 episódio/dia de perda urinária, geralmente associado a esforço.
A – Avaliação
Incontinência urinária de esforço leve.
P – Plano
Orientada quanto à realização de exercícios de assoalho pélvico (Kegel): pelo menos 24 contrações/dia, divididas em séries, por no mínimo 6 a 12 semanas;
Orientado treinamento comportamental e de bexiga, com aumento gradual do intervalo entre micções e técnicas de supressão de urgência quando necessário;
Solicitado diário miccional de 3 dias para acompanhamento da frequência e volume de perdas;
Solicitado EAS/urocultura para exclusão de infecção urinária;
Reavaliação programada em 8 a 12 semanas para verificar resposta clínica;",Média,Não usar sem validação,notion-recomendo-aumento-da-ingesta-hidrica-cefuroxima-250-mg-cefuroxima-250-mg-vo-a-cada-12-horas-por-7-a-10-dias-apos-urocultura-com-antib
Resultado da urocultura → reavaliar e ajustar ATB — Ciprofloxacino 500 mg,APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,Ciprofloxacino 500 mg,500 mg,1 comprimido VO a cada 12 horas,VO,a cada 12 horas,,,"Ciprofloxacino 500 mg
Tomar 1 comprimido VO a cada 12 horas
Duração: 7 a 10 dias
Opção 2:","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,"APS, antibiótico",Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,"Ciprofloxacino 500 mg
Tomar 1 comprimido VO a cada 12 horas
Duração: 7 a 10 dias
Opção 2:",Média,Revisado,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-ciprofloxacino-500-mg-ciprofloxacino-500-mg-tomar-1-comprimido-vo-a-cada-12-horas-duracao-7-a-10-dias
Resultado da urocultura → reavaliar e ajustar ATB — Amoxicilina + Clavulanato 875/125 mg,APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,Amoxicilina + Clavulanato 875/125 mg,125 mg,1 comprimido VO a cada 8 horas,VO,a cada 8 horas,,,"Amoxicilina + Clavulanato 875/125 mg
Tomar 1 comprimido VO a cada 8 horas
Duração: 10 dias
Importante:
iniciar após coleta de urocultura, se possível.","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,"APS, antibiótico",Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,"Amoxicilina + Clavulanato 875/125 mg
Tomar 1 comprimido VO a cada 8 horas
Duração: 10 dias
Importante:
iniciar após coleta de urocultura, se possível.",Média,Revisado,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-amoxicilina-clavulanato-875-125-mg-amoxicilina-clavulanato-875-125-mg-tomar-1-comprimido-vo-a-cada-8-horas-duraca
Resultado da urocultura → reavaliar e ajustar ATB — Dipirona 500 mg/ml (gotas ou comprimidos),APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,Dipirona 500 mg/ml (gotas ou comprimidos),gotas ou comprimidos,1 g VO a cada 6/6h se febre ou dor,VO,a cada 6/6h; 6/6h,,,"Dipirona 500 mg/ml (gotas ou comprimidos)
Tomar 1 g VO a cada 6/6h se febre ou dor","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,"APS, analgésico",Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,"Dipirona 500 mg/ml (gotas ou comprimidos)
Tomar 1 g VO a cada 6/6h se febre ou dor",Média,Revisado,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-dipirona-500-mg-ml-gotas-ou-comprimidos-dipirona-500-mg-ml-gotas-ou-comprimidos-tomar-1-g-vo-a-cada-6-6h-se-febre-ou-d
Resultado da urocultura → reavaliar e ajustar ATB — Máximo,APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,Máximo,4 g,4 g,,,,,Máximo: 4 g/dia,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,Máximo: 4 g/dia,Baixa,Não usar sem validação,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-maximo-maximo-4-g-dia
Resultado da urocultura → reavaliar e ajustar ATB — Paracetamol 750 mg (opcional),APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,Paracetamol 750 mg (opcional),750 mg,750 mg,,,,,Paracetamol 750 mg (opcional),"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,"APS, analgésico",Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,Paracetamol 750 mg (opcional),Baixa,Não usar sem validação,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-paracetamol-750-mg-opcional-paracetamol-750-mg-opcional
Resultado da urocultura → reavaliar e ajustar ATB — comprimido VO a cada 6/6h se febre,APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,comprimido VO a cada 6/6h se febre,comprimido VO a cada 6/6h se febre,1 comprimido,VO,a cada 6/6h; 6/6h,,,1 comprimido VO a cada 6/6h se febre,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,1 comprimido VO a cada 6/6h se febre,Média,Revisado,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-comprimido-vo-a-cada-6-6h-se-febre-1-comprimido-vo-a-cada-6-6h-se-febre
Resultado da urocultura → reavaliar e ajustar ATB — Máximo,APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,Máximo,3 g,3 g,,,,,"Máximo: 3 g/dia
Drágea de escopolamina + dipirona (Buscopan composto)","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,"APS, analgésico",Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,"Máximo: 3 g/dia
Drágea de escopolamina + dipirona (Buscopan composto)",Baixa,Não usar sem validação,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-maximo-maximo-3-g-dia-dragea-de-escopolamina-dipirona-buscopan-composto
Resultado da urocultura → reavaliar e ajustar ATB — drágea VO a cada 8h se dor abdominal,APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,drágea VO a cada 8h se dor abdominal,,,VO,a cada 8h,,,"1 drágea VO a cada 8h se dor abdominal
Se necessário","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,"1 drágea VO a cada 8h se dor abdominal
Se necessário",Média,Revisado,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-dragea-vo-a-cada-8h-se-dor-abdominal-1-dragea-vo-a-cada-8h-se-dor-abdominal-se-necessario
Resultado da urocultura → reavaliar e ajustar ATB — Hidratação oral,APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,Hidratação oral,,,,,,,"3. Hidratação oral
📌 Incentivar ingestão de líquidos:
2–3 L/dia
(salvo contraindicação)","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,"3. Hidratação oral
📌 Incentivar ingestão de líquidos:
2–3 L/dia
(salvo contraindicação)",Baixa,Não usar sem validação,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-hidratacao-oral-3-hidratacao-oral-incentivar-ingestao-de-liquidos-2-3-l-dia-salvo-contraind
Resultado da urocultura → reavaliar e ajustar ATB — Acompanhamento / Orientações,APS,Resultado da urocultura → reavaliar e ajustar ATB,,APS,Prescrição,Acompanhamento / Orientações,,,Inalatória,,até 72 horas para possível ajuste do antibiótico,,"4. Acompanhamento / Orientações
Retornar em 48–72 horas para reavaliação clínica
Voltar imediatamente se: piora dos sintomas, febre persistente, vômitos ou sinais de alarme
Resultado da
urocultura
: revisar em até 72 horas para possível ajuste do antibiótico
Nefrolitíase
CIAP-2:
U95 – Cálculo urinário
U01 – Dor ao urinar (quando disúria associada)
U02 – Polaciúria (se presente)
A01 – Dor generalizada / dor aguda (quando dor intensa)
S – Subjetivo
Paciente comparece à UBS com quadro de
dor lombar/flanco de início súbito
, de forte intensidade, em caráter
cólico
, com irradiação para abdome inferior/região inguinal, associada a
náuseas/vômitos
disúria/hematúria
(se presentes).
Relata episódios semelhantes prévios / primeiro episódio (conforme caso).
Nega febre no momento / refere febre (se presente).
Nega perda de consciência, trauma recente ou dor torácica.
Antecedentes relevantes:
História prévia de nefrolitíase ( ) sim ( ) não
HAS / DM / obesidade / gota / uso de medicações predisponentes (descrever)
Ingestão hídrica habitual reduzida
O – Objetivo
Sinais vitais:
PA ___ / ___ mmHg | FC ___ bpm | FR ___ irpm | Temp ___ C | SpO₂ ___ %
Estado geral:
paciente em dor, inquieto, sudoreico, corado ou hipocorado, hidratado/desidratado.
AR:
MV presente bilateralmente, sem RA.
ACV:
RCR em 2T, sem sopros.
ABD:
flácido, indolor à palpação superficial e profunda, sem sinais de irritação peritoneal.
Região lombar:
punho-percussão lombar positiva
à direita/esquerda (se presente).","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,APS,Notion APS HTML,0,Resultado da urocultura → reavaliar e ajustar ATB,"4. Acompanhamento / Orientações
Retornar em 48–72 horas para reavaliação clínica
Voltar imediatamente se: piora dos sintomas, febre persistente, vômitos ou sinais de alarme
Resultado da
urocultura
: revisar em até 72 horas para possível ajuste do antibiótico
Nefrolitíase
CIAP-2:
U95 – Cálculo urinário
U01 – Dor ao urinar (quando disúria associada)
U02 – Polaciúria (se presente)
A01 – Dor generalizada / dor aguda (quando dor intensa)
S – Subjetivo
Paciente comparece à UBS com quadro de
dor lombar/flanco de início súbito
, de forte intensidade, em caráter
cólico
, com irradiação para abdome inferior/região inguinal, associada a
náuseas/vômitos
disúria/hematúria
(se presentes).
Relata episódios semelhantes prévios / primeiro episódio (conforme caso).
Nega febre no momento / refere febre (se presente).
Nega perda de consciência, trauma recente ou dor torácica.
Antecedentes relevantes:
História prévia de nefrolitíase ( ) sim ( ) não
HAS / DM / obesidade / gota / uso de medicações predisponentes (descrever)
Ingestão hídrica habitual reduzida
O – Objetivo
Sinais vitais:
PA ___ / ___ mmHg | FC ___ bpm | FR ___ irpm | Temp ___ C | SpO₂ ___ %
Estado geral:
paciente em dor, inquieto, sudoreico, corado ou hipocorado, hidratado/desidratado.
AR:
MV presente bilateralmente, sem RA.
ACV:
RCR em 2T, sem sopros.
ABD:
flácido, indolor à palpação superficial e profunda, sem sinais de irritação peritoneal.
Região lombar:
punho-percussão lombar positiva
à direita/esquerda (se presente).",Média,Não usar sem validação,notion-resultado-da-urocultura-reavaliar-e-ajustar-atb-acompanhamento-orientacoes-4-acompanhamento-orientacoes-retornar-em-48-72-horas-para-reavaliacao-clinica
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 1.000 mg VO,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"1.000 mg VO,",1.000 mg,1.000 mg,VO,de 4/4 horas; 4/4 h,,,"500–1.000 mg VO,
de 4/4 horas, se dor
Dipirona sódica gotas","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,"APS, analgésico",Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","500–1.000 mg VO,
de 4/4 horas, se dor
Dipirona sódica gotas",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-1-000-mg-vo-500-1-000-mg-vo-de-4-4-horas-se-dor-dipirona-sodica-gotas
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — (500 mg/mL)",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,(500 mg/mL),500 mg/mL,500 mg,VO,de 4/4 horas; 4/4 h,,,"(500 mg/mL): 20–40 gotas VO,
de 4/4 horas, se dor
Paracetamol","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,"APS, analgésico",Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","(500 mg/mL): 20–40 gotas VO,
de 4/4 horas, se dor
Paracetamol",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-500-mg-ml-500-mg-ml-20-40-gotas-vo-de-4-4-horas-se-dor-paracetamol
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 750 mg VO,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"750 mg VO,",750 mg,750 mg,VO,de 6/6 horas; 6/6 h,,,"500–750 mg VO,
de 6/6 horas, se dor
Paracetamol gotas","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,"APS, analgésico",Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","500–750 mg VO,
de 6/6 horas, se dor
Paracetamol gotas",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-750-mg-vo-500-750-mg-vo-de-6-6-horas-se-dor-paracetamol-gotas
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — (200 mg/mL)",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,(200 mg/mL),200 mg/mL,200 mg,VO,de 6/6 horas; 6/6 h,,,"(200 mg/mL): 35–55 gotas VO,
de 6/6 horas, se dor
Cetorolaco de trometamol","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","(200 mg/mL): 35–55 gotas VO,
de 6/6 horas, se dor
Cetorolaco de trometamol",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-200-mg-ml-200-mg-ml-35-55-gotas-vo-de-6-6-horas-se-dor-cetorolaco-de-trometamol
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg SL,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"mg SL,",10 mg,10 mg,SL,de 6/6 horas; 6/6 h,,,"10 mg SL,
de 6/6 horas","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","10 mg SL,
de 6/6 horas",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-sl-10-mg-sl-de-6-6-horas
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — , por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal)",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,", por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal)",evitar se TFG < 30 mL/min ou suspeita de disfunção renal,30 mL/min,,,até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal),,", por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal)
Diclofenaco sódico","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",", por até 3–5 dias (evitar se TFG < 30 mL/min ou suspeita de disfunção renal)
Diclofenaco sódico",Baixa,Não usar sem validação,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-por-ate-3-5-dias-evitar-se-tfg-30-ml-min-ou-suspeita-de-disfuncao-renal-por-ate-3-5-dias-evitar-se-tfg-30-ml-min
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg IM,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"mg IM,",75 mg,75 mg,IM,de 12/12 horas; 12/12 h,,,"75 mg IM,
de 12/12 horas
, se dor intensa
Tenoxicam","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","75 mg IM,
de 12/12 horas
, se dor intensa
Tenoxicam",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-im-75-mg-im-de-12-12-horas-se-dor-intensa-tenoxicam
